FS;Year;Month;Vess;Unit;Source;;;;;;
Veneto_DRB;2017;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2018;10;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2018;11;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2018;12;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2018;4;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DRB;2018;5;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2005;0;221;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2006;0;213;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2007;0;178;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2008;0;172;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2009;0;165;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2010;0;165;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2011;0;164;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2012;0;163;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2013;0;158;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2014;0;119;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2015;0;117;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2016;0;118;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2017;0;128;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_DTS;2018;0;126;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2005;0;381;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2006;0;364;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2007;0;352;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2008;0;332;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2009;0;322;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2010;0;312;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2011;0;324;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2012;0;321;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2013;0;323;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2014;0;313;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2015;0;309;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2016;0;311;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2017;0;303;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_PGP;2018;0;300;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2005;0;40;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2006;0;35;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2007;0;48;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2008;0;36;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2009;0;38;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2010;0;37;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2011;0;36;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2012;0;36;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2013;0;31;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2014;0;28;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2015;0;29;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2016;0;29;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2017;0;28;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TBB;2018;0;30;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Veneto_TM;2015;0;NA;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
HRV_DFN;2005;0;1113;Vessels;equal 2012;;;;;;
HRV_DFN;2006;0;1113;Vessels;equal 2012;;;;;;
HRV_DFN;2007;0;1113;Vessels;equal 2012;;;;;;
HRV_DFN;2008;0;1113;Vessels;equal 2012;;;;;;
HRV_DFN;2009;0;1113;Vessels;equal 2012;;;;;;
HRV_DFN;2010;0;1113;Vessels;equal 2012;;;;;;
HRV_DFN;2011;0;1113;Vessels;equal 2012;;;;;;
HRV_DFN;2012;0;1113;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2013;0;1085;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2014;0;1033;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2015;0;1062;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2016;0;1007;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2017;0;997;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
HRV_DFN;2018;0;1008;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2005;0;53;Vessels;equal 2008;;;;;;
SVN_DFN;2006;0;53;Vessels;equal 2008;;;;;;
SVN_DFN;2007;0;53;Vessels;equal 2008;;;;;;
SVN_DFN;2008;0;53;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2009;0;54;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2010;0;57;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2011;0;51;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2012;0;59;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2013;0;62;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2014;0;63;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2015;0;63;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2016;0;60;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2017;0;59;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
SVN_DFN;2018;0;56;Vessels;AER file AER_all_uploaded_v_fs.xls;;;;;;
Molise_PGP;2005;0;20;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2006;0;25;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2007;0;33;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2008;0;33;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2009;0;37;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2010;0;43;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2011;0;44;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2012;0;45;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2013;0;46;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2014;0;49;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2015;0;48;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2016;0;47;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2017;0;47;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
Molise_PGP;2018;0;47;Vessels;file MBL2 SOL_fishing capacity.xlsx;;;;;;
